spid,mbid,wdid
1yfiDL3YUEJlQCgb5Pun6g,32567eb3-aeca-467f-8b89-a69b11fcb781,http://www.wikidata.org/entity/Q163112
34MYamymtmnsmpwbqydd7I,560b5e65-8d53-41b4-9913-83368f4721a0,http://www.wikidata.org/entity/Q164004
34SOSFNyU3herb4ul6dBW9,77c40993-83a7-4b60-878a-3416156e8b01,http://www.wikidata.org/entity/Q164487
0mFblCBw0GcoY7zY1P8tzE,95c7a1d1-5cfd-41d5-99f9-0611262de8e1,http://www.wikidata.org/entity/Q167837
2ozcTa5tl8qhSbhJKM60I5,411bdab3-0606-46ef-81c6-92390211fc6e,http://www.wikidata.org/entity/Q168039
2e4nwiX8ZCU09LGLOpeqTH,472b9953-1f10-4aed-b1ec-d0c23ffb2cf1,http://www.wikidata.org/entity/Q170697
6Lt3HS8R2v8Q4G7ZkUWa8R,12327d75-47d5-45d9-84c2-3760b9210c17,http://www.wikidata.org/entity/Q173061
5xUf6j4upBrXZPg6AI4MRK,153c9281-268f-4cf3-8938-f5a4593e5df4,http://www.wikidata.org/entity/Q174817
2kHxkdiKCSnHMkhIgFBZaI,ac579536-1398-44db-a37b-9d5963a46929,http://www.wikidata.org/entity/Q178882
5me0Irg2ANcsgc93uaYrpb,d5d97b2b-b83b-4976-814a-056d9076c8c3,http://www.wikidata.org/entity/Q179157
32vWCbZh0xZ4o9gkz4PsEU,1d543e07-d0d2-4834-a8db-d65c50c2a856,http://www.wikidata.org/entity/Q180453
4K1eUPpA3wqJdtiruNQnTs,8e9cdb13-a156-44cc-9a30-3e1c7b605ecc,http://www.wikidata.org/entity/Q180503
5N5tQ9Dx1h8Od7aRmGj7Fi,0688add2-c282-4ee2-ba61-223ffdb3c201,http://www.wikidata.org/entity/Q180582
325LVWNjKZv6UwNq5xuPHt,ca6e3c7f-2224-4927-96be-dd5e62f54b8e,http://www.wikidata.org/entity/Q182580
2y8Jo9CKhJvtfeKOsYzRdT,a35237a0-4f47-40a6-b6f3-1e786db23402,http://www.wikidata.org/entity/Q182655
2P6ygesd9xg5DPOBnda2jg,ae0b2424-d4c5-4c54-82ac-fe3be5453270,http://www.wikidata.org/entity/Q189534
0AD4odMWVQ2wUSlgxOB5Rl,14a4bc78-1c2d-4ca7-8d1b-9b58076a2a17,http://www.wikidata.org/entity/Q192474
4phGZZrJZRo4ElhRtViYdl,82eb8936-7bf6-4577-8320-a2639465206d,http://www.wikidata.org/entity/Q192515
5nPOO9iTcrs9k6yFffPxjH,1c70a3fc-fa3c-4be1-8b55-c3192db8a884,http://www.wikidata.org/entity/Q193218
11T8SOX82xraocZzUXzkvM,274774a7-1cde-486a-bc3d-375ec54d552d,http://www.wikidata.org/entity/Q1151
3eqjTLE0HfPfh78zjh6TqT,70248960-cb53-4ea4-943a-edb18f7d336f,http://www.wikidata.org/entity/Q1225
5l8VQNuIg0turYE1VtM9zV,65314b12-0e08-43fa-ba33-baaa7b874c15,http://www.wikidata.org/entity/Q1276
5aIqB5nVVvmFsvSdExz408,24f1766e-9635-4d58-a4d4-9413f9f98a4c,http://www.wikidata.org/entity/Q1339
6pzfUmBsQAKxOhy0NSi8zn,206e3a6b-301f-4a0d-8632-7dfd7927cbcf,http://www.wikidata.org/entity/Q3374
3utxjLheHaVEd9bPjQRsy8,ae1b47d5-5128-431c-9d30-e08fd90e0767,http://www.wikidata.org/entity/Q4299
0ggGeGhrCN1AjvsZpjqKOC,f5c90002-4996-4142-b483-9dcd32b7fdab,http://www.wikidata.org/entity/Q4498
7jmTilWYlKOuavFfmQAcu6,56cd15a1-0d74-438b-8244-c96ffe1cae03,http://www.wikidata.org/entity/Q4636
0oSGxfWSnnOXhD2fKuz2Gy,5441c29d-3602-4898-b1a1-b77fa23b8e50,http://www.wikidata.org/entity/Q5383
6JM935joI6WnqmY5YIBVIc,e0e03229-3b34-441f-81fb-9ce75ec28c10,http://www.wikidata.org/entity/Q5659
293zczrfYafIItmnmM3coR,592a3b6d-c42b-4567-99c9-ecf63bd66499,http://www.wikidata.org/entity/Q5921
1QL7yTHrdahRMpvNtn6rI2,27870d47-bb98-42d1-bf2b-c7e972e6befc,http://www.wikidata.org/entity/Q7302
0L8ExT028jH3ddEcZwqJJ5,8bfac288-ccc5-448d-9573-c33ea2aa5c30,http://www.wikidata.org/entity/Q10708
4WOaecAM3RMMmrbZzNx0vu,7717539b-33aa-45d5-b88d-9e627172db19,http://www.wikidata.org/entity/Q11890
7y8lzaGqtadGmtAtg2SGv4,a23b8dc2-97f4-4eab-a76d-dc3b2ef4b537,http://www.wikidata.org/entity/Q12827
3lQpSzdPxoF1FYk7ilbe37,34cdf83c-0ba8-4411-814f-c3ef44588521,http://www.wikidata.org/entity/Q14441
20p5D2KrE8CGuOjHtxsyTp,23b0f3d6-ba54-4597-a1c7-24c6dd348ef7,http://www.wikidata.org/entity/Q14528
4fQii15cX3Q0ZkjCdsIxkZ,d1f26bba-2ef1-452a-82e9-22012944a098,http://www.wikidata.org/entity/Q15079
2wOqMjp9TyABvtHdOSOTUS,1f9df192-a621-4f54-8850-2c5373b7eac9,http://www.wikidata.org/entity/Q255
55Aa2cqylxrFIXC767Z865,ac9a487a-d9d2-4f27-bb23-0f4686488345,http://www.wikidata.org/entity/Q15615
2ye2Wgw4gimLv2eAKyk1NB,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,http://www.wikidata.org/entity/Q15920
6Q192DXotxtaysaqNPy5yR,dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,http://www.wikidata.org/entity/Q15897
